id	标题	链接	评分	海报	播放源	新电影
26322792	北京遇上西雅图之不二情书	https://movie.douban.com/subject/26322792/	6.5	https://img1.doubanio.com/view/movie_poster_cover/lpst/public/p2336879398.jpg	playable	nonew
10461676	我们这种叛徒	https://movie.douban.com/subject/10461676/	6.3	https://img1.doubanio.com/view/movie_poster_cover/lpst/public/p2328682709.jpg	noplayable	new
25798448	解救吾先生	https://movie.douban.com/subject/25798448/	7.8	https://img3.doubanio.com/view/movie_poster_cover/lpst/public/p2267511583.jpg	playable	nonew
25864085	火星救援	https://movie.douban.com/subject/25864085/	8.4	https://img3.doubanio.com/view/movie_poster_cover/lpst/public/p2280097442.jpg	noplayable	nonew
24750534	蝙蝠侠大战超人：正义黎明	https://movie.douban.com/subject/24750534/	6.6	https://img3.doubanio.com/view/movie_poster_cover/lpst/public/p2316834186.jpg	playable	nonew
26311973	唐人街探案	https://movie.douban.com/subject/26311973/	7.5	https://img3.doubanio.com/view/movie_poster_cover/lpst/public/p2302930556.jpg	playable	nonew
25862354	局内人	https://movie.douban.com/subject/25862354/	7.5	https://img3.doubanio.com/view/movie_poster_cover/lpst/public/p2275293773.jpg	noplayable	nonew
26322637	火星异种	https://movie.douban.com/subject/26322637/	5.1	https://img3.doubanio.com/view/movie_poster_cover/lpst/public/p2325212536.jpg	noplayable	nonew
25787888	八恶人	https://movie.douban.com/subject/25787888/	8.3	https://img3.doubanio.com/view/movie_poster_cover/lpst/public/p2287491621.jpg	noplayable	nonew
25851799	爱情与友谊	https://movie.douban.com/subject/25851799/	6.7	https://img3.doubanio.com/view/movie_poster_cover/lpst/public/p2334057610.jpg	playable	nonew
25827963	西游记之孙悟空三打白骨精	https://movie.douban.com/subject/25827963/	5.7	https://img3.doubanio.com/view/movie_poster_cover/lpst/public/p2315805100.jpg	playable	nonew
26367579	火海凌云	https://movie.douban.com/subject/26367579/	7.6	https://img3.doubanio.com/view/movie_poster_cover/lpst/public/p2372484932.jpg	noplayable	nonew
25757187	我不是王毛	https://movie.douban.com/subject/25757187/	7.7	https://img1.doubanio.com/view/movie_poster_cover/lpst/public/p2316504999.jpg	playable	nonew
25966085	踏血寻梅	https://movie.douban.com/subject/25966085/	7.3	https://img1.doubanio.com/view/movie_poster_cover/lpst/public/p2283225569.jpg	noplayable	nonew
25944714	超脑48小时	https://movie.douban.com/subject/25944714/	6.4	https://img3.doubanio.com/view/movie_poster_cover/lpst/public/p2351313845.jpg	playable	nonew
25881781	纽约纽约	https://movie.douban.com/subject/25881781/	5.3	https://img3.doubanio.com/view/movie_poster_cover/lpst/public/p2324916383.jpg	playable	nonew
25849006	陆垚知马俐	https://movie.douban.com/subject/25849006/	5.3	https://img1.doubanio.com/view/movie_poster_cover/lpst/public/p2361036748.jpg	playable	nonew
26662345	神战：权力之眼	https://movie.douban.com/subject/26662345/	6.5	https://img3.doubanio.com/view/movie_poster_cover/lpst/public/p2324130130.jpg	playable	nonew
26345736	女汉子真爱公式	https://movie.douban.com/subject/26345736/	4.5	https://img3.doubanio.com/view/movie_poster_cover/lpst/public/p2324372895.jpg	playable	nonew
26453233	蜜之哀伤	https://movie.douban.com/subject/26453233/	6.3	https://img3.doubanio.com/view/movie_poster_cover/lpst/public/p2306396344.jpg	noplayable	nonew
